Order_ID,Product,Quantity,Price,Order_Date,Region
102,Washing Machine,42,618.26,2024-01-04,Southwest
103,Bag,11,823.08,2023-07-10,Central
104,RAM,18,338.22,2023-08-09,West
105,SSD,1,771.11,2022-02-23,North
106,Microwave,49,124.92,2024-11-24,Southeast
107,Keyboard,49,245.65,2023-07-08,West
108,Keyboard,23,637.75,2023-04-01,North
109,Tablet,17,291.19,2022-09-06,
110,Smartphone,44,722.72,2023-02-04,West
111,GPU,9,789.4,2022-01-07,South
112,Desk,10,66.68,2023-02-06,South
113,CPU,46,39.27,2023-10-22,Central
114,Microwave,35,233.66,2024-06-06,Southeast
115,GPU,22,540.42,2024-02-05,Northwest
116,Dictionary,30,210.22,2022-05-18,Southeast
117,Dictionary,12,360.67,2023-01-14,East
118,Pen,18,246.9,2024-03-04,East
119,SSD,38,620.66,2023-04-15,Central
120,Microwave,20,398.29,2022-05-20,
121,SSD,23,598.44,2024-01-27,East
122,RAM,17,232.46,2022-10-04,South
123,Smartphone,28,436.77,2022-02-17,Southeast
124,Smartphone,38,705.96,2023-07-21,Northwest
125,Paper,1,933.48,2022-08-19,West
126,Washing Machine,32,,2023-03-19,Northeast
127,TV,22,791.14,2023-02-25,Southwest
128,Headphones,21,561.14,2022-01-08,Northwest
129,Microwave,33,735.41,2023-12-16,East
130,Washing Machine,45,612.92,2024-10-29,Northwest
131,Network Card,35,104.79,2023-11-27,Northeast
132,Office Chair,5,861.5,2023-11-10,Northwest
133,Bag,5,794.36,2024-01-01,Northeast
134,Folder,26,,2023-03-11,Central
135,T-Shirt,48,224.99,2023-03-21,East
136,Mouse,4,26.06,2023-10-16,East
137,Office Chair,4,73.91,2022-04-12,Central
138,Jacket,24,310.65,2023-01-15,Southwest
139,Power Supply,13,659.3,2023-12-09,East
140,TV,1,90.82,2023-12-25,Southwest
141,RAM,7,495.32,2023-12-23,West
142,Notebook,45,169.58,2023-02-01,Northwest
143,Shoes,2,726.83,2022-08-21,Southeast
144,USB Drive,19,694.4,2024-01-18,East
145,Dictionary,40,120.7,2022-04-21,South
146,Laptop,5,51.38,2024-08-07,Northwest
147,External HDD,7,817.96,2023-03-14,Southwest
148,Dictionary,35,77.43,2022-04-23,West
149,Dictionary,26,16.02,2023-03-14,Southeast
150,Laptop,25,370.59,2022-11-16,Northwest
151,Office Chair,4,823.14,2022-03-18,East
152,TV,6,60.27,2023-09-28,Southwest
153,Jacket,20,405.0,2023-01-21,Southwest
154,Mouse,22,550.47,2022-08-08,
155,Bag,48,338.84,2024-02-11,Southwest
156,Mouse,21,396.34,2023-11-14,Southwest
157,Programming Book,10,618.77,2022-05-01,South
158,Graphics Card,10,300.23,2024-08-25,Southwest
159,Webcam,14,345.85,2024-07-01,Central
160,Notebook,46,852.84,2022-05-17,Northwest
161,Paper,9,444.44,2024-02-27,Southeast
162,Cooling Fan,38,588.42,2024-07-26,East
163,HDD,14,16.6,2023-03-22,Southeast
164,Jeans,45,,2023-10-25,Northwest
165,Novel,5,540.76,2024-04-21,Central
166,Graphics Card,44,381.44,2024-06-26,East
167,Power Supply,38,669.34,2023-02-25,East
168,Shoes,37,,2024-07-31,South
169,Network Card,7,846.32,2022-09-01,Southwest
170,Microphone,32,421.78,2022-09-30,
171,Cooling Fan,46,544.17,2024-10-09,West
172,Pen,37,505.58,2024-11-20,Northwest
173,Novel,20,810.77,2024-10-04,South
174,Desktop,11,,2022-10-21,North
175,Headphones,31,362.5,2023-06-17,Southwest
176,TV,5,,2022-10-19,West
177,CPU,32,848.22,2023-09-24,Central
178,Monitor,8,,2024-11-26,Southeast
179,Smartphone,30,,2022-04-25,East
180,Webcam,48,765.31,2022-12-02,South
181,Scanner,18,636.88,2023-10-07,South
182,T-Shirt,27,123.1,2024-10-05,Northwest
183,SSD,15,575.51,2024-05-07,South
184,Refrigerator,13,831.15,2022-01-17,West
185,Jacket,34,926.61,2024-01-05,
186,Pen,33,140.76,2024-09-23,Northeast
187,Jacket,39,652.55,2022-02-26,East
188,Magazine,32,876.25,2023-08-07,Southeast
189,RAM,36,846.52,2023-01-18,Northwest
190,Washing Machine,7,678.03,2023-01-19,Southeast
191,GPU,9,,2024-02-12,Northeast
192,Notebook,35,357.47,2023-02-20,
193,Motherboard,29,,2024-12-26,South
194,Desk,33,868.47,2024-03-25,Southwest
195,Paper,30,,2024-02-03,Northwest
196,Office Chair,14,318.87,2023-10-28,Southwest
197,Monitor,47,,2024-10-07,West
198,Hat,6,922.91,2023-05-22,Central
199,Refrigerator,45,,2024-11-10,East
200,Textbook,1,,2023-09-10,East
201,Pen,46,211.63,2024-05-23,Northeast
202,Microwave,17,536.09,2022-01-03,Northeast
203,Shoes,32,719.39,2023-12-02,North
204,Monitor,50,37.84,2022-06-08,Northwest
205,SSD,27,807.07,2022-08-22,Southeast
206,External HDD,16,443.94,2024-03-16,Northeast
207,Laptop,22,205.97,2022-01-25,East
208,Magazine,40,582.35,2024-01-19,East
209,Scanner,15,332.76,2022-09-05,Northwest
210,T-Shirt,38,214.73,2022-11-10,South
211,Graphics Card,9,779.25,2024-07-28,Northeast
212,Refrigerator,37,924.24,2022-06-13,Northeast
213,Office Chair,30,,2023-02-22,Central
214,Microwave,4,50.37,2024-04-19,Southeast
215,Jacket,20,,2023-06-21,South
216,Pen,26,256.19,2022-04-30,Central
217,Programming Book,49,,2022-04-18,West
218,Pen,45,743.29,2023-11-21,Northwest
219,Microphone,40,364.47,2022-08-26,Southeast
220,Desk,48,266.48,2024-11-15,Northeast
221,Tablet,11,987.58,2024-09-09,Southeast
222,HDD,32,184.39,2023-07-24,East
223,Mouse,37,62.7,2022-10-19,Northeast
224,Jacket,16,84.56,2024-11-07,North
225,TV,3,,2024-09-02,East
226,Printer,4,269.92,2023-07-04,North
227,Network Card,48,134.48,2023-08-19,West
228,Scanner,26,264.92,2024-04-28,Central
229,Magazine,21,926.3,2022-02-23,North
230,USB Drive,38,917.92,2022-01-08,West
231,Jeans,13,513.23,2023-06-28,South
232,Graphics Card,21,145.0,2022-09-01,Southeast
233,Magazine,19,72.39,2023-09-24,Southeast
234,Refrigerator,43,97.34,2023-08-05,Northeast
235,Smartphone,31,443.32,2023-03-11,Southeast
236,Motherboard,42,662.76,2024-10-27,Southeast
237,SSD,29,748.57,2023-04-01,West
238,SSD,2,643.74,2023-12-18,Southwest
239,USB Drive,16,428.56,2023-07-12,West
240,T-Shirt,5,277.46,2023-07-14,West
241,Cooling Fan,43,638.85,2022-10-06,Southeast
242,CPU,38,756.45,2022-07-02,Central
243,Hat,1,25.08,2022-11-22,Central
244,Headphones,19,721.97,2023-12-23,West
245,Refrigerator,7,321.02,2024-06-01,East
246,Jacket,23,12.36,2022-11-19,Northwest
247,T-Shirt,6,727.81,2024-09-24,North
248,Laptop,26,,2022-09-23,Southwest
249,Jeans,43,30.72,2022-04-05,Southeast
250,Laptop,20,442.03,2022-02-14,Northwest
251,Microphone,14,459.74,2023-06-24,Southwest
252,GPU,30,789.53,2024-05-20,North
253,GPU,8,850.55,2022-03-27,Southwest
254,Washing Machine,10,722.67,2023-11-05,Northwest
255,Cooling Fan,9,967.15,2024-09-18,Northwest
256,Cooling Fan,7,156.54,2024-09-27,Central
257,Bag,36,,2022-08-29,West
258,RAM,5,305.14,2024-07-22,East
259,Keyboard,25,469.96,2024-10-09,East
260,Watch,28,579.59,2023-07-31,West
261,Folder,5,868.34,2024-12-09,North
262,Desk,43,,2023-08-03,North
263,Office Chair,1,993.91,2022-10-24,North
264,Folder,8,728.31,2024-02-09,
265,Folder,31,71.51,2023-04-02,Central
266,Office Chair,28,572.82,2023-12-07,Southeast
267,Paper,1,146.25,2024-08-06,Northwest
268,Network Card,8,90.33,2022-10-30,Southwest
269,Headphones,1,23.36,2023-04-30,North
270,Power Supply,14,319.87,2022-08-07,East
271,Webcam,50,117.97,2023-05-14,Central
272,HDD,2,,2024-03-11,South
273,Calculator,32,585.42,2023-12-03,Central
274,Speaker,8,711.47,2022-08-21,Northwest
275,Pen,9,896.11,2023-04-05,Southwest
276,Refrigerator,32,906.02,2022-11-18,South
277,Motherboard,9,74.05,2022-07-16,Southwest
278,Desktop,25,410.11,2024-05-27,Central
279,RAM,23,173.5,2024-01-02,Northeast
280,Watch,5,193.3,2023-08-27,East
281,Hat,43,601.31,2024-05-28,East
282,Microwave,9,,2022-06-29,East
283,Shoes,45,387.54,2024-09-14,North
284,HDD,36,857.06,2022-08-10,Southwest
285,SSD,14,92.32,2023-08-17,North
286,Textbook,16,11.89,2024-02-12,Southwest
287,Headphones,39,149.81,2023-09-14,Central
288,Motherboard,39,824.81,2023-07-13,Southwest
289,Desktop,42,759.2,2024-08-13,Southeast
290,Calculator,13,992.89,2022-11-10,Southeast
291,Paper,10,491.91,2023-02-25,South
292,Power Supply,38,65.64,2022-04-23,Northeast
293,Watch,35,751.49,2022-11-11,North
294,Paper,35,263.81,2024-01-11,West
295,HDD,24,214.45,2022-10-14,South
296,Graphics Card,3,25.87,2024-07-16,East
297,Keyboard,46,671.0,2024-04-27,North
298,Microphone,36,766.82,2023-12-13,Northeast
299,Power Supply,12,888.47,2024-02-11,
300,Calculator,20,472.14,2023-11-07,Southwest
301,TV,6,911.94,2022-07-10,East
302,Watch,48,691.64,2023-08-30,
303,Headphones,42,464.21,2022-09-18,Southeast
304,Jeans,31,329.58,2024-04-02,South
305,Calculator,6,330.84,2023-04-06,Southeast
306,Bag,46,63.98,2022-03-30,North
307,Washing Machine,22,580.69,2022-05-05,Southeast
308,Programming Book,49,348.81,2023-09-09,Central
309,Laptop,47,849.54,2022-06-30,South
310,Air Conditioner,37,27.12,2024-07-18,Southwest
311,Pen,23,372.65,2023-02-09,South
312,Programming Book,19,995.43,2024-08-27,Central
313,USB Drive,20,793.39,2022-12-16,Northwest
314,External HDD,26,508.93,2023-05-19,West
315,Laptop,2,645.54,2024-08-31,South
316,Hat,17,174.76,2022-10-22,South
317,Washing Machine,23,976.15,2024-10-29,North
318,Monitor,19,996.44,2022-09-26,Central
319,Cooling Fan,21,712.58,2024-05-23,South
320,Motherboard,45,879.47,2024-07-31,East
321,Jeans,16,140.92,2024-03-10,
322,Desk,17,629.44,2022-10-25,
323,Keyboard,47,322.52,2024-06-29,Northeast
324,Headphones,49,619.97,2024-04-13,North
325,Shoes,36,204.46,2023-05-12,Southwest
326,Magazine,18,682.46,2023-02-04,East
327,RAM,45,714.81,2022-10-10,Southwest
328,USB Drive,9,800.04,2022-10-30,North
329,Tablet,17,853.75,2022-05-12,South
330,Microwave,5,365.73,2022-02-20,North
331,Washing Machine,10,482.06,2024-03-26,South
332,Motherboard,36,247.13,2022-11-28,Northeast
333,Notebook,29,647.81,2023-08-01,South
334,Notebook,50,435.67,2023-03-09,South
335,CPU,45,,2023-07-20,Southeast
336,Magazine,29,127.3,2022-06-28,Northwest
337,Printer,40,524.35,2023-12-16,East
338,Microwave,21,378.02,2022-04-05,South
339,Programming Book,2,921.12,2023-10-08,Northeast
340,Watch,8,261.63,2022-11-01,East
341,Monitor,29,847.11,2022-04-08,Northeast
342,Novel,42,709.56,2024-06-27,Southeast
343,Power Supply,6,,2024-04-22,South
344,Programming Book,50,200.36,2024-06-20,Central
345,Air Conditioner,29,277.83,2023-04-23,Northeast
346,Magazine,22,770.71,2024-01-23,West
347,Mouse,35,876.73,2024-04-24,Central
348,Novel,19,341.06,2024-05-06,Central
349,Desktop,1,87.45,2024-02-22,East
350,Graphics Card,27,642.03,2022-02-07,South
351,USB Drive,21,46.12,2023-05-05,West
352,SSD,48,,2022-10-01,North
353,GPU,22,612.94,2024-03-12,North
354,Headphones,45,,2024-05-06,Southeast
355,CPU,37,926.2,2024-07-31,Southwest
356,Microwave,32,287.4,2024-05-04,Southeast
357,Paper,38,201.56,2024-01-21,Central
358,Jeans,14,545.5,2023-06-20,Central
359,Power Supply,50,19.36,2022-10-21,
360,Scanner,49,571.91,2024-06-08,South
361,Graphics Card,19,749.96,2024-04-06,Southwest
362,Laptop,40,367.44,2024-12-22,Northeast
363,Motherboard,47,546.7,2024-03-01,North
364,TV,1,249.22,2024-06-15,Southeast
365,HDD,27,679.13,2024-08-25,Southwest
366,Hat,23,454.27,2023-08-20,Southeast
367,Laptop,25,598.71,2022-03-05,Central
368,HDD,39,695.15,2023-06-02,Northwest
369,HDD,24,541.28,2023-09-03,North
370,HDD,37,668.86,2022-12-09,Northeast
371,Jeans,49,849.22,2022-05-21,Southwest
372,Pen,2,74.64,2024-05-08,Southeast
373,Tablet,27,230.01,2024-02-05,Southwest
374,Dictionary,42,863.11,2024-06-04,North
375,Printer,11,919.79,2024-08-17,Central
376,Graphics Card,2,103.74,2024-07-29,Northeast
377,Desk,43,836.1,2023-06-20,Northwest
378,External HDD,40,,2024-02-23,North
379,Magazine,11,466.16,2024-12-25,Central
380,Desktop,50,142.52,2023-09-19,East
381,USB Drive,44,893.2,2023-10-18,East
382,Motherboard,11,403.61,2023-01-17,North
383,Textbook,43,123.72,2024-04-01,Southeast
384,External HDD,6,208.22,2024-03-07,Southeast
385,Shoes,6,462.82,2024-01-15,Central
386,Motherboard,10,887.83,2023-04-08,Southeast
387,External HDD,50,835.68,2024-01-06,Central
388,HDD,48,,2022-05-23,South
389,CPU,36,553.37,2023-04-11,Southwest
390,Keyboard,41,343.93,2023-01-08,
391,Motherboard,3,178.93,2022-11-26,Southeast
392,Mouse,44,914.25,2022-11-09,Northeast
393,Office Chair,21,565.8,2023-08-21,Northeast
394,Dictionary,8,,2024-07-13,Southwest
395,Dictionary,28,346.8,2024-10-09,North
396,Graphics Card,37,397.63,2024-10-29,East
397,Scanner,18,,2022-01-29,North
398,Motherboard,17,102.43,2023-04-17,Northeast
399,Network Card,39,133.6,2024-01-21,West
400,Graphics Card,3,105.86,2022-08-31,North
401,USB Drive,33,876.41,2022-01-13,West
402,Magazine,24,129.57,2022-01-02,West
403,Notebook,19,566.97,2023-07-24,South
404,Paper,18,426.32,2023-04-14,West
405,Motherboard,27,292.23,2022-04-10,East
406,TV,44,371.37,2024-06-17,South
407,Monitor,35,,2023-12-29,Southeast
408,Microwave,16,918.5,2024-05-04,Northeast
409,Washing Machine,38,137.28,2022-07-19,South
410,Paper,20,815.42,2023-08-22,South
411,Cooling Fan,21,619.43,2022-08-22,Northwest
412,Washing Machine,25,362.68,2023-09-05,Northwest
413,Jeans,25,761.97,2024-10-01,South
414,Graphics Card,13,733.24,2023-12-07,Northeast
415,External HDD,41,624.84,2024-07-20,East
416,External HDD,46,843.42,2024-07-31,Southwest
417,Folder,40,934.3,2022-09-25,Northeast
418,Folder,12,636.19,2023-04-11,Northeast
419,Desktop,34,106.88,2024-07-19,South
420,Shoes,41,197.34,2022-02-18,Southwest
421,Watch,2,526.77,2023-03-17,East
422,Headphones,29,124.99,2022-08-27,East
423,Calculator,45,379.16,2022-01-10,East
424,Monitor,6,591.57,2023-03-03,North
425,Cooling Fan,12,381.34,2024-07-22,Northeast
426,Watch,21,791.61,2022-07-30,Southeast
427,Headphones,40,438.04,2023-03-07,East
428,Motherboard,48,402.57,2024-04-09,North
429,Power Supply,20,966.41,2024-01-19,North
430,Washing Machine,37,544.07,2022-11-13,Southwest
431,Graphics Card,10,742.19,2024-05-14,West
432,Magazine,50,541.72,2023-04-14,
433,Paper,19,598.59,2024-05-19,North
434,Power Supply,37,433.1,2023-01-08,Northeast
435,Textbook,25,,2024-10-04,South
436,Pen,37,769.4,2023-06-23,West
437,Monitor,24,280.82,2023-07-20,Central
438,Webcam,26,190.61,2023-06-18,
439,Office Chair,44,,2024-11-06,Northwest
440,RAM,6,886.03,2024-03-08,South
441,CPU,10,45.98,2022-09-26,Central
442,Washing Machine,49,827.91,2022-07-01,South
443,Speaker,40,884.95,2024-01-10,North
444,Laptop,34,419.38,2022-11-18,Southwest
445,T-Shirt,8,779.07,2022-09-29,East
446,Printer,50,,2024-11-11,West
447,Power Supply,27,602.7,2024-01-26,North
448,USB Drive,38,955.55,2022-12-15,Central
449,HDD,50,189.58,2022-05-03,North
450,Textbook,12,180.92,2023-12-09,Northwest
451,Graphics Card,43,822.75,2024-07-09,Northeast
452,Speaker,9,358.87,2024-05-31,Southwest
453,Calculator,39,951.8,2024-09-27,North
454,Microwave,18,720.13,2023-05-25,South
455,USB Drive,4,776.65,2023-06-23,East
456,Monitor,29,806.57,2022-09-08,Southeast
457,Network Card,10,75.88,2023-08-06,East
458,Bag,1,385.62,2024-05-01,East
459,Scanner,3,67.25,2023-04-16,North
460,Scanner,47,277.39,2023-01-04,Central
461,Monitor,11,154.38,2024-03-14,North
462,Jeans,14,727.5,2023-05-13,Southeast
463,Laptop,26,902.16,2024-02-29,Southeast
464,Mouse,18,337.38,2024-12-04,North
465,Pen,1,43.66,2022-07-30,East
466,SSD,24,893.82,2023-07-27,Central
467,Keyboard,35,887.96,2022-07-31,
468,Notebook,1,241.79,2022-11-21,Northeast
469,Motherboard,34,936.64,2022-11-23,Southwest
470,Printer,28,382.97,2023-08-25,Northeast
471,Tablet,49,425.86,2024-08-21,Southwest
472,Graphics Card,45,329.38,2022-12-31,Central
473,Microwave,25,527.71,2022-06-12,Central
474,Network Card,31,650.94,2022-09-29,
475,Calculator,40,978.14,2023-02-02,
476,T-Shirt,31,104.6,2023-05-09,Northwest
477,GPU,2,,2024-12-27,Northwest
478,Jacket,41,718.99,2024-02-05,West
479,Monitor,13,103.58,2023-11-28,South
480,TV,45,,2023-03-25,Southeast
481,Webcam,20,533.26,2023-08-20,
482,Headphones,9,591.02,2023-10-02,Northeast
483,TV,25,634.8,2022-12-22,West
484,Printer,10,718.25,2023-09-06,West
485,TV,39,835.44,2023-02-26,Southeast
486,Keyboard,35,414.24,2023-04-10,Central
487,Bag,2,241.13,2023-11-27,Southwest
488,Office Chair,41,949.24,2023-09-25,Northeast
489,Calculator,28,242.77,2023-06-08,Northwest
490,T-Shirt,40,977.54,2022-09-29,Northeast
491,Notebook,48,801.34,2023-01-27,West
492,USB Drive,43,195.32,2024-06-22,Northwest
493,Pen,39,998.7,2022-07-12,West
494,Magazine,5,,2023-08-06,Southwest
495,SSD,18,,2023-01-04,North
496,Mouse,31,999.94,2023-03-07,East
497,Monitor,37,,2024-02-16,Southwest
498,Textbook,35,,2023-02-19,Southwest
499,Paper,1,810.88,2024-03-26,Southeast
500,HDD,46,678.43,2022-02-10,Northwest
501,SSD,33,154.47,2022-09-03,South
502,Dictionary,9,574.32,2023-10-03,Northeast
503,Motherboard,36,88.73,2022-11-28,North
504,Monitor,28,230.94,2023-11-02,South
505,Laptop,4,459.96,2022-09-06,North
506,Keyboard,29,110.44,2024-03-07,Central
507,T-Shirt,25,206.16,2024-10-12,South
508,Washing Machine,7,807.75,2023-12-09,Southwest
509,Laptop,17,198.98,2024-10-01,Southeast
510,Paper,26,862.67,2022-06-07,Northwest
511,Calculator,46,91.02,2023-11-26,Southeast
512,Smartphone,5,30.43,2023-10-01,Central
513,Laptop,27,,2022-06-14,Northwest
514,Pen,21,171.31,2024-04-03,South
515,Office Chair,29,,2022-11-11,Southwest
516,Graphics Card,16,566.2,2022-11-08,Southwest
517,Washing Machine,1,282.43,2024-11-11,East
518,Speaker,5,525.14,2023-02-13,West
519,GPU,9,484.82,2022-09-19,North
520,Bag,35,688.45,2024-02-12,Southeast
521,Webcam,2,588.92,2024-06-28,South
522,Office Chair,7,528.86,2024-11-14,Northwest
523,Printer,24,110.5,2023-09-07,East
524,External HDD,13,,2024-11-01,Southeast
525,Headphones,17,415.04,2024-08-12,Northwest
526,Office Chair,44,942.23,2022-04-16,South
527,Watch,24,116.78,2024-12-21,Central
528,Webcam,49,399.34,2022-08-24,West
529,Washing Machine,15,,2023-09-05,West
530,Paper,16,436.19,2023-01-13,East
531,Graphics Card,41,240.43,2022-04-30,Northwest
532,USB Drive,31,751.45,2022-04-12,North
533,Bag,38,338.49,2022-04-06,South
534,Cooling Fan,22,617.99,2023-02-17,East
535,Textbook,18,619.14,2024-02-22,
536,Monitor,24,542.29,2023-02-22,East
537,Graphics Card,13,,2023-12-16,East
538,Network Card,15,887.89,2024-07-02,North
539,Watch,40,540.88,2023-11-14,Southwest
540,CPU,21,947.44,2024-03-06,Northeast
541,Programming Book,42,399.55,2022-03-25,Northeast
542,Calculator,41,34.22,2024-12-12,South
543,Microphone,11,992.82,2024-05-05,Central
544,Monitor,48,750.71,2024-11-14,South
545,Notebook,19,70.71,2023-04-03,Northwest
546,Office Chair,2,336.08,2024-11-11,South
547,Paper,14,24.97,2022-09-09,Northwest
548,Magazine,3,969.86,2023-12-08,West
549,SSD,41,831.17,2022-12-13,Northwest
550,Speaker,4,138.06,2022-11-09,West
551,Monitor,33,489.0,2022-01-05,North
552,Textbook,2,349.83,2024-03-28,Northeast
553,T-Shirt,9,515.73,2022-04-10,Northwest
554,Mouse,10,129.13,2024-01-16,Northwest
555,Office Chair,4,150.91,2023-09-22,East
556,Desk,15,808.88,2024-08-06,Central
557,Scanner,5,,2024-11-23,West
558,SSD,50,,2023-01-19,West
559,T-Shirt,23,662.08,2024-02-03,Central
560,Pen,32,169.45,2022-02-03,Southwest
561,Refrigerator,4,91.42,2023-07-20,West
562,Notebook,38,200.0,2024-01-11,Northwest
563,Speaker,38,155.75,2022-05-31,
564,Notebook,8,802.24,2022-04-26,Northeast
565,Novel,40,655.89,2023-01-24,Northwest
566,Microphone,3,844.79,2024-04-09,Southeast
567,HDD,3,,2022-08-30,Northwest
568,Watch,32,814.78,2024-03-27,Northwest
569,Monitor,39,996.52,2023-05-11,South
570,External HDD,27,690.16,2023-05-18,East
571,Scanner,36,446.57,2022-07-11,Southeast
572,Refrigerator,4,344.36,2023-07-08,Southeast
573,Textbook,46,375.47,2022-12-14,North
574,Printer,39,466.88,2024-06-17,Northeast
575,Microphone,24,988.67,2024-04-22,Central
576,Jacket,9,956.19,2024-02-12,North
577,Microphone,44,358.35,2024-04-15,Southeast
578,Laptop,21,,2023-11-25,North
579,Desktop,50,378.36,2023-06-25,Northeast
580,Mouse,23,77.84,2023-03-24,Central
581,Shoes,5,,2023-07-25,
582,Refrigerator,47,934.26,2022-09-24,Northeast
583,TV,27,848.95,2024-01-13,East
584,Dictionary,48,683.06,2023-04-23,Southeast
585,Tablet,4,948.38,2024-02-18,Southwest
586,Bag,20,194.08,2022-08-02,Southwest
587,USB Drive,3,,2023-02-13,West
588,Keyboard,10,950.6,2022-04-13,South
589,Calculator,38,338.32,2022-12-08,Central
590,Power Supply,47,260.58,2023-08-22,Northeast
591,Desktop,34,857.34,2024-07-07,North
592,Notebook,47,885.82,2024-06-04,North
593,TV,26,,2022-04-25,South
594,Laptop,13,407.39,2022-09-03,North
595,GPU,12,510.39,2023-01-17,East
596,Keyboard,9,437.08,2024-04-22,Northeast
597,Motherboard,28,626.34,2024-10-18,Central
598,Folder,37,311.75,2024-01-02,South
599,GPU,36,305.91,2023-10-11,South
600,External HDD,3,413.54,2022-07-09,East
601,Printer,11,327.86,2022-05-29,South
602,Laptop,39,485.5,2023-03-20,Northwest
603,T-Shirt,43,452.99,2022-02-02,South
