Order_ID,Product,Quantity,Price,Order_Date,Region
93,Bag,50,17.61,2023-07-03,Southeast
94,Scanner,2,,2024-06-10,
95,Watch,39,,2023-02-16,North
96,Calculator,9,249.5,2023-08-10,
97,Programming Book,17,224.35,2024-07-07,Southeast
98,RAM,23,,2023-06-25,Central
99,T-Shirt,35,104.73,2024-09-12,South
100,Keyboard,49,401.22,2023-10-19,
101,Pen,17,,2024-12-04,
102,Dictionary,29,53.07,2022-07-04,Northeast
103,RAM,6,,2022-03-07,Southeast
104,Pen,19,,2023-09-03,North
105,Calculator,26,472.22,2022-12-22,Northwest
106,Paper,44,,2024-12-13,
107,HDD,47,76.15,2024-09-15,Central
108,TV,1,115.96,2023-02-27,Southwest
109,Pen,36,,2023-02-18,
110,Calculator,43,,2024-11-23,Northeast
111,Magazine,15,,2023-08-04,East
112,Jeans,45,302.94,2023-03-24,
113,Novel,47,328.31,2022-11-07,Northeast
114,Air Conditioner,9,477.33,2024-01-19,South
115,Shoes,7,328.49,2023-03-20,
116,GPU,37,,2022-09-21,West
117,Washing Machine,18,,2023-12-01,
118,Office Chair,39,841.05,2024-11-19,
119,Novel,24,,2023-02-09,West
120,External HDD,23,969.59,2024-09-29,Northeast
121,Paper,37,809.67,2024-03-16,
122,Paper,25,813.7,2023-11-04,North
123,Folder,9,494.05,2024-09-22,Northwest
124,Hat,34,,2024-01-29,West
125,Shoes,15,241.45,2024-12-22,Northeast
126,Desk,15,849.24,2024-01-25,Southwest
127,Paper,28,,2023-07-08,East
128,Graphics Card,34,167.04,2023-02-19,Northeast
129,Programming Book,17,129.34,2022-06-22,East
130,Paper,1,146.87,2024-02-29,East
131,USB Drive,43,133.32,2022-03-15,East
132,Keyboard,35,,2022-04-09,Southeast
133,Webcam,44,,2024-07-03,Northwest
134,Microwave,6,545.75,2023-12-30,Central
135,Air Conditioner,39,953.53,2023-02-21,Northwest
136,T-Shirt,35,444.18,2023-01-27,North
137,Programming Book,35,,2024-12-21,Central
138,Bag,25,247.73,2023-05-31,North
139,Novel,28,340.12,2022-01-09,North
140,USB Drive,25,674.39,2023-04-18,East
141,Microwave,11,,2023-12-04,East
142,Headphones,15,610.14,2024-12-08,
143,Graphics Card,30,64.03,2024-01-11,West
144,Magazine,2,42.63,2024-06-04,Northeast
145,Bag,17,,2024-06-17,Northwest
146,RAM,46,999.89,2022-02-23,
147,Textbook,9,706.25,2022-08-31,
148,Monitor,36,228.84,2024-05-20,Southwest
149,T-Shirt,35,380.76,2023-03-30,Southwest
150,Headphones,4,307.06,2022-12-20,North
151,Shoes,38,220.0,2023-02-21,East
152,Monitor,4,90.42,2022-10-13,West
153,Textbook,9,794.85,2023-09-25,East
154,Air Conditioner,17,,2022-08-15,Northwest
155,Calculator,39,124.68,2022-01-30,South
156,Air Conditioner,36,399.0,2024-10-21,
157,Jeans,43,,2023-11-23,
158,Watch,3,,2022-11-19,North
159,Power Supply,34,789.42,2023-10-24,Southeast
160,TV,13,729.89,2024-07-02,Southeast
161,CPU,36,711.4,2023-02-10,Central
162,Office Chair,47,647.24,2024-01-13,Southeast
163,Programming Book,23,303.78,2022-11-21,Central
164,Refrigerator,6,875.44,2023-06-12,Northeast
165,Jeans,41,409.96,2024-08-02,
166,Cooling Fan,16,803.65,2023-10-30,Northeast
167,Speaker,13,910.3,2022-07-24,North
168,Jeans,1,,2024-04-27,Central
169,Calculator,46,339.26,2023-04-20,
170,Jacket,48,649.46,2024-05-23,
171,SSD,24,796.61,2022-01-01,Southwest
172,Webcam,13,201.07,2023-08-04,Southwest
173,GPU,44,692.64,2024-03-06,
174,Graphics Card,38,667.09,2023-01-11,Southeast
175,Bag,36,98.18,2024-10-21,Southeast
176,RAM,40,773.52,2023-03-21,Central
177,Mouse,26,546.79,2022-07-23,Southeast
178,Cooling Fan,8,610.05,2024-04-15,
179,Keyboard,36,975.08,2023-01-23,
180,SSD,31,,2022-03-23,Northeast
181,Microphone,41,,2023-03-20,East
182,Watch,33,398.17,2022-11-13,Central
183,Bag,13,980.24,2023-10-27,North
184,Calculator,12,506.47,2023-06-06,Central
185,T-Shirt,43,786.59,2023-10-07,
186,Motherboard,33,561.8,2022-01-28,Southeast
187,SSD,47,,2024-03-24,Central
188,Mouse,20,987.74,2023-12-21,Northwest
189,Mouse,20,916.15,2022-05-28,South
190,Bag,29,708.1,2022-01-17,Southwest
191,GPU,27,,2022-12-19,East
192,Refrigerator,41,,2022-07-26,West
193,SSD,47,795.59,2024-09-17,West
194,Microphone,15,,2023-09-23,East
195,Magazine,32,,2023-04-14,East
196,Shoes,23,670.12,2023-02-10,Southeast
197,Textbook,47,231.2,2023-02-04,Central
198,USB Drive,31,,2024-10-27,North
199,Refrigerator,49,725.33,2024-08-25,North
200,Mouse,41,954.44,2024-04-07,Central
201,Motherboard,47,,2023-05-22,Northeast
202,SSD,16,,2024-08-06,
203,Refrigerator,26,551.24,2024-08-22,
204,Power Supply,18,332.54,2024-08-21,Central
205,CPU,17,273.08,2023-01-21,
206,Webcam,46,112.93,2023-12-06,Southwest
207,SSD,18,25.83,2022-04-28,Central
208,Hat,26,590.77,2023-02-14,Southwest
209,Headphones,46,172.59,2024-05-29,Northwest
210,Printer,43,,2022-10-27,
211,Folder,5,404.59,2023-08-09,West
212,Smartphone,14,641.74,2022-06-15,Southeast
213,Bag,32,860.49,2022-07-01,North
214,SSD,42,16.01,2022-11-08,
215,Shoes,16,984.02,2024-12-09,West
216,Speaker,44,,2023-10-07,
217,Magazine,41,101.13,2023-07-05,West
218,GPU,40,,2023-07-02,Northeast
219,Scanner,8,165.68,2022-12-11,
220,Headphones,13,376.44,2023-11-11,
221,Watch,28,,2023-05-27,South
222,Scanner,38,250.66,2024-06-03,South
223,Desk,44,272.16,2023-01-01,East
224,Keyboard,17,675.96,2024-03-08,
225,External HDD,10,,2023-08-18,East
226,Office Chair,32,139.16,2023-01-24,Northeast
227,Paper,21,,2023-06-15,North
228,Power Supply,27,531.29,2024-08-03,Central
229,T-Shirt,43,,2023-02-17,Central
230,Scanner,41,138.03,2024-01-27,
231,Power Supply,5,942.13,2022-11-24,East
232,Network Card,16,,2024-12-18,Northeast
233,Washing Machine,40,113.97,2023-03-06,Southwest
234,Monitor,45,610.43,2022-01-24,
235,RAM,48,817.71,2022-02-06,
236,Microphone,43,221.06,2024-03-25,Southwest
237,Graphics Card,21,380.22,2024-07-20,
238,Hat,27,,2023-07-23,Southwest
239,GPU,5,16.61,2023-11-26,Southeast
240,Desk,9,942.97,2024-04-15,Northeast
241,Hat,30,,2022-09-19,Northwest
242,Microphone,30,765.69,2024-11-24,West
243,Tablet,39,677.03,2023-12-29,Central
244,Tablet,12,791.41,2024-04-03,South
245,Office Chair,26,345.41,2023-04-14,
246,USB Drive,15,,2023-02-20,
247,Washing Machine,11,601.18,2024-12-18,
248,Desktop,46,444.8,2023-01-19,Central
249,Desktop,50,,2024-07-01,North
250,Air Conditioner,29,,2022-12-22,East
251,Novel,20,926.74,2022-05-01,
252,Cooling Fan,19,114.0,2023-09-30,Northeast
253,Office Chair,19,,2023-01-07,West
254,RAM,38,809.02,2024-08-24,South
255,Keyboard,38,189.71,2023-08-28,Northeast
256,Magazine,29,,2022-04-19,
257,External HDD,36,888.86,2022-04-07,Northeast
258,Power Supply,3,824.61,2023-05-09,Northwest
259,External HDD,31,732.86,2022-03-10,South
260,Textbook,14,67.08,2024-10-02,North
261,Calculator,6,186.85,2024-08-23,North
262,External HDD,4,,2022-09-14,East
263,Notebook,35,221.82,2022-11-02,Northeast
264,Microphone,49,,2024-10-21,West
265,Mouse,25,,2024-06-18,Southeast
266,HDD,3,431.17,2023-07-22,West
267,Monitor,36,,2024-09-23,South
268,Folder,18,264.43,2022-03-18,North
269,Washing Machine,10,913.78,2023-06-24,Southeast
270,Printer,47,894.79,2022-11-01,South
271,Scanner,25,709.69,2023-01-25,Northeast
272,Webcam,10,165.6,2022-07-04,
273,Tablet,14,,2024-07-05,Southeast
274,Laptop,12,729.24,2022-09-14,Northeast
275,USB Drive,37,813.64,2022-05-29,
276,Jacket,49,543.81,2024-03-31,East
277,Webcam,18,,2024-09-24,
278,Mouse,23,515.28,2023-01-01,South
279,Watch,44,654.04,2023-01-11,Southeast
280,Scanner,8,29.79,2023-06-02,Northwest
281,Air Conditioner,31,900.83,2022-10-23,
282,Power Supply,10,291.27,2022-07-10,Northeast
283,Network Card,50,627.49,2022-07-05,West
284,Mouse,49,85.14,2024-07-14,Northwest
285,Desktop,15,,2024-09-06,East
286,Pen,4,541.7,2022-05-30,Northeast
287,Microphone,9,168.73,2023-09-09,
288,Cooling Fan,30,252.8,2022-12-12,
289,Desktop,27,,2024-06-28,Southwest
290,Novel,36,,2022-02-24,Central
291,Speaker,9,85.13,2023-01-29,Northwest
292,Bag,27,,2022-10-28,
293,Programming Book,12,646.61,2022-10-16,East
294,Novel,38,573.79,2022-06-15,Northwest
295,Office Chair,8,874.18,2023-03-23,Northeast
296,Network Card,46,73.81,2022-10-17,Central
297,HDD,21,,2024-01-24,
298,Air Conditioner,37,859.93,2023-03-31,
299,Air Conditioner,37,630.75,2023-04-26,
300,Power Supply,5,64.39,2022-07-03,Northeast
301,Mouse,47,,2023-11-10,Southeast
302,Network Card,42,,2023-11-18,
303,Office Chair,5,,2022-12-19,
304,TV,50,,2022-02-16,Northeast
305,Programming Book,38,382.76,2022-03-16,South
306,Microphone,6,,2024-08-24,
307,Graphics Card,27,,2022-10-20,Northwest
308,Mouse,37,,2022-11-25,West
309,Refrigerator,20,617.31,2022-11-27,East
310,Calculator,42,,2023-11-15,Southeast
311,Smartphone,39,379.56,2022-10-17,Northeast
312,Desk,8,750.15,2023-12-07,South
313,Microwave,24,423.7,2023-05-18,South
314,Bag,30,,2023-01-04,
315,Speaker,15,746.78,2023-04-22,South
316,Programming Book,33,,2022-01-04,West
317,Laptop,27,310.25,2024-01-11,Southwest
318,Textbook,10,338.73,2022-12-22,
319,USB Drive,28,834.94,2022-12-23,Northwest
320,Jacket,40,,2024-01-26,South
321,External HDD,27,,2023-04-09,Northeast
322,Motherboard,44,476.12,2024-04-17,Central
323,Air Conditioner,42,357.21,2022-05-30,Southeast
324,Calculator,19,,2022-07-20,
325,Jacket,13,601.91,2024-12-30,Northeast
326,Power Supply,50,,2022-12-08,
327,Graphics Card,3,,2023-06-30,Southeast
328,T-Shirt,28,460.56,2023-06-04,Central
329,Microwave,7,393.34,2024-02-21,East
330,Scanner,36,996.63,2023-05-06,Southeast
331,Headphones,49,256.07,2022-08-24,
332,Jacket,34,567.51,2023-02-22,West
333,Watch,36,,2022-05-08,Northwest
334,Scanner,22,141.89,2024-09-23,
335,Microphone,42,262.46,2022-05-04,Northeast
336,Programming Book,33,,2024-03-10,Southeast
337,External HDD,21,,2022-11-12,North
338,Headphones,19,,2023-06-23,Northwest
339,Smartphone,37,481.23,2024-07-07,West
340,Desktop,17,953.84,2023-12-18,West
341,Monitor,15,,2022-11-02,East
342,TV,39,,2024-09-19,Northeast
343,Pen,29,,2024-01-20,North
344,Graphics Card,2,432.86,2022-12-10,
345,Network Card,34,520.17,2023-08-10,East
346,Cooling Fan,41,852.13,2024-06-25,Northwest
347,Jeans,45,668.09,2024-05-05,West
348,Tablet,7,36.09,2024-01-09,
349,Keyboard,39,597.01,2024-10-04,East
350,CPU,49,,2022-06-11,
351,Notebook,16,604.14,2023-12-08,East
352,Tablet,40,841.93,2023-04-09,Southeast
353,Scanner,22,60.91,2024-10-13,North
354,GPU,22,273.85,2023-08-09,
355,Speaker,8,109.24,2023-09-16,West
356,Air Conditioner,10,214.52,2023-05-08,Central
357,Smartphone,8,,2023-03-09,
358,Magazine,2,830.92,2022-08-12,Southeast
359,Monitor,44,531.62,2024-06-11,Northwest
360,Printer,19,379.1,2022-03-15,South
361,Air Conditioner,22,86.39,2024-09-16,
362,CPU,23,,2022-03-08,Northeast
363,Shoes,5,397.12,2023-06-07,Northwest
364,Monitor,43,668.36,2024-10-12,Southeast
365,External HDD,33,,2024-06-22,Central
366,Office Chair,10,423.86,2023-01-03,South
367,Textbook,35,,2022-02-15,Northeast
368,Power Supply,28,,2022-06-29,North
369,Novel,41,755.34,2023-06-22,West
370,Desktop,17,930.37,2022-05-10,Southwest
371,Smartphone,46,930.04,2022-11-29,East
372,Keyboard,32,671.47,2023-09-16,Southeast
373,Monitor,19,,2022-03-28,Northwest
374,Printer,7,374.34,2024-11-16,North
375,Pen,13,,2024-04-15,Northeast
376,Dictionary,44,106.31,2022-11-11,Southwest
377,TV,24,275.22,2024-12-04,
378,Desk,12,35.09,2022-01-19,Northeast
379,Desktop,37,720.51,2023-12-29,Southeast
380,Bag,37,,2024-05-30,
381,USB Drive,39,486.3,2023-10-04,North
382,Programming Book,50,,2023-09-17,
383,Textbook,34,334.37,2023-04-10,West
384,GPU,36,38.29,2022-07-22,East
385,TV,27,,2023-10-20,West
386,Microphone,37,,2024-04-26,Northwest
387,Webcam,11,589.75,2022-05-18,
388,Dictionary,13,527.41,2022-03-07,South
389,Laptop,34,,2023-08-23,Southwest
390,Magazine,37,755.25,2024-01-07,East
391,Printer,11,725.49,2024-02-04,West
392,Desktop,24,,2024-11-13,Southeast
393,Bag,9,,2023-10-22,Northeast
394,Office Chair,26,,2022-07-02,North
395,Jacket,25,,2022-10-09,Northeast
396,Mouse,20,116.82,2023-08-22,Northeast
397,Novel,43,532.45,2024-05-21,Southwest
398,CPU,39,855.39,2024-02-23,Northeast
399,Office Chair,40,,2024-08-08,
400,Scanner,9,172.32,2023-05-08,
401,Mouse,15,480.77,2022-09-26,South
402,Desktop,26,165.46,2024-01-17,Northwest
403,Jeans,6,886.38,2024-04-09,Northeast
404,Network Card,21,834.09,2023-05-21,West
405,Monitor,35,332.99,2024-12-20,Southeast
406,Washing Machine,11,585.41,2024-02-02,South
407,Paper,30,397.47,2023-09-09,Southeast
408,Speaker,37,769.15,2023-08-22,Central
409,Headphones,42,,2024-02-24,Northeast
410,Air Conditioner,12,586.74,2024-12-26,Southwest
411,Tablet,25,662.89,2023-07-31,
412,Calculator,32,331.68,2023-06-22,
413,Jeans,9,459.18,2024-03-11,Northwest
414,GPU,28,,2022-07-11,
415,Watch,35,501.35,2023-04-11,Southwest
416,Office Chair,17,426.91,2022-01-08,Central
417,Pen,23,979.69,2022-04-03,Central
418,GPU,1,,2022-10-16,
419,Dictionary,31,,2023-03-27,
420,Paper,10,360.55,2022-09-26,Northeast
421,Headphones,23,117.84,2024-10-21,Central
422,T-Shirt,19,168.73,2023-11-02,Northwest
423,Textbook,2,428.76,2024-07-02,West
424,USB Drive,14,,2023-10-02,
425,Paper,8,141.45,2024-08-20,South
426,Shoes,15,359.63,2023-03-08,South
427,Microwave,9,,2023-05-14,East
428,Microwave,16,102.94,2022-10-26,South
429,Dictionary,1,680.69,2022-03-01,Northwest
430,Laptop,37,577.4,2023-11-14,East
431,GPU,36,276.2,2022-10-26,North
432,Watch,11,,2024-08-29,Central
433,Headphones,24,781.45,2022-03-31,Southeast
434,Scanner,29,318.87,2022-04-27,
435,Pen,47,,2022-10-11,South
436,Paper,7,270.07,2022-04-10,Northwest
437,Webcam,46,151.59,2024-07-20,Northwest
438,Mouse,1,,2024-02-21,Southwest
439,Keyboard,48,,2024-02-14,Southeast
440,Washing Machine,11,130.83,2023-07-11,Northwest
441,Tablet,31,180.95,2023-11-30,Southwest
442,Calculator,45,895.9,2024-04-20,Southwest
443,Dictionary,38,,2023-07-24,East
444,Desktop,8,389.36,2024-09-24,
445,Bag,39,555.2,2023-12-14,Northeast
446,Watch,45,469.45,2022-07-22,East
447,Paper,13,411.49,2022-12-01,Central
448,Dictionary,50,,2022-04-01,
449,T-Shirt,37,,2022-01-26,South
450,Speaker,13,,2022-08-23,Northwest
451,Desktop,26,,2022-09-09,West
452,Bag,20,466.0,2024-06-20,
453,Watch,30,,2022-08-15,North
454,GPU,47,638.23,2024-10-27,East
455,Magazine,7,,2022-05-05,Central
456,Scanner,15,257.83,2023-03-22,Southwest
457,Webcam,45,88.72,2022-08-01,South
458,Network Card,24,,2022-04-07,North
459,Microphone,50,,2022-02-10,
460,External HDD,33,779.0,2023-06-26,
461,GPU,33,739.19,2022-06-11,South
462,Air Conditioner,16,513.21,2022-02-27,West
463,Scanner,36,765.31,2022-04-18,Northeast
464,Monitor,50,242.13,2024-09-16,Southeast
465,Monitor,9,,2022-12-24,West
466,Jeans,7,,2024-07-08,Northwest
467,Notebook,1,,2022-07-24,South
468,Paper,10,,2023-08-31,
469,HDD,6,652.05,2023-12-01,Northeast
470,Microwave,15,,2023-07-27,East
471,T-Shirt,12,841.69,2024-08-19,Central
472,Textbook,12,698.24,2024-12-07,Southeast
473,SSD,50,,2023-11-10,North
474,Speaker,45,,2022-05-06,
475,Pen,22,,2022-08-29,Northwest
476,Printer,11,290.08,2022-07-10,North
477,Power Supply,25,159.05,2024-02-25,Northeast
478,Mouse,41,564.01,2024-12-06,
479,TV,10,,2023-11-26,Southwest
480,Speaker,49,371.66,2023-07-02,
481,SSD,46,990.52,2023-04-22,Southeast
482,Graphics Card,37,933.34,2023-06-03,South
483,USB Drive,46,,2024-02-29,Southwest
484,Folder,31,,2024-02-03,West
485,Smartphone,12,73.55,2023-05-02,South
486,Office Chair,17,,2024-12-25,North
487,Folder,18,286.26,2024-01-01,North
488,Desk,38,991.09,2023-08-27,
489,Dictionary,26,93.01,2023-08-27,North
490,Smartphone,8,,2024-02-16,North
491,USB Drive,3,662.97,2023-11-27,Northeast
492,Laptop,24,,2022-12-06,
493,T-Shirt,10,354.39,2022-12-03,Central
494,Hat,17,331.99,2024-06-18,Southeast
495,External HDD,29,,2024-09-24,Northeast
496,Monitor,12,,2024-06-05,South
497,Jeans,19,936.25,2024-03-08,Northeast
498,Calculator,18,602.64,2022-07-27,Northwest
499,Keyboard,4,,2023-07-14,South
500,T-Shirt,10,,2023-04-12,North
501,Shoes,47,916.79,2023-02-21,Southwest
502,Air Conditioner,16,310.28,2024-07-16,Southeast
503,Speaker,25,239.65,2023-07-18,East
504,Power Supply,25,878.59,2023-03-16,North
505,Cooling Fan,8,,2023-05-09,North
506,Motherboard,33,712.32,2024-02-28,North
507,Pen,47,,2022-11-03,South
508,Calculator,44,,2024-01-24,
509,Desktop,45,650.07,2023-02-28,South
510,Notebook,10,314.85,2022-12-01,Northwest
511,Watch,32,386.81,2023-12-21,
512,Air Conditioner,5,328.81,2024-06-05,
513,Microwave,20,,2023-01-25,Northwest
514,Refrigerator,36,922.58,2023-02-07,Central
515,TV,15,,2024-02-05,Central
516,Bag,23,,2023-06-15,
517,External HDD,35,,2023-04-26,East
518,Power Supply,48,25.18,2024-05-26,South
519,Tablet,42,67.86,2022-04-01,West
520,SSD,22,40.44,2022-10-07,
521,T-Shirt,46,76.16,2024-04-13,East
522,Laptop,40,52.18,2024-08-20,West
523,Jacket,30,601.07,2022-05-15,Southeast
524,Power Supply,13,,2022-01-27,Northeast
525,TV,5,,2022-12-07,West
526,Power Supply,38,977.72,2024-09-16,West
527,GPU,43,,2024-07-04,Southeast
528,Notebook,5,494.47,2022-04-09,South
529,T-Shirt,16,,2024-11-13,
530,Air Conditioner,27,849.64,2024-09-01,West
531,Desk,47,38.63,2024-12-20,
532,Graphics Card,6,354.26,2022-06-19,Southwest
533,T-Shirt,25,714.49,2022-01-30,
534,Dictionary,6,,2022-09-10,East
535,Mouse,34,742.42,2022-12-12,South
536,Folder,49,390.13,2024-10-20,North
537,Pen,1,,2024-11-17,Central
538,Speaker,41,44.31,2024-12-18,North
539,T-Shirt,2,769.81,2023-10-27,Southwest
540,Headphones,17,765.08,2022-11-23,
541,Scanner,9,606.83,2024-03-29,
542,T-Shirt,46,694.66,2022-11-16,North
543,Refrigerator,36,600.21,2022-07-31,Northwest
544,Washing Machine,14,,2024-12-03,Central
545,Office Chair,22,353.84,2022-10-08,North
546,Novel,30,557.49,2022-09-13,Northeast
547,Textbook,16,658.29,2024-10-17,West
548,Textbook,41,547.57,2023-01-23,Northeast
549,Microphone,24,,2024-04-28,
550,Microphone,13,,2023-09-05,
551,Shoes,33,177.34,2022-01-17,South
552,Novel,25,700.31,2024-12-05,Central
553,HDD,21,,2024-02-11,North
554,Mouse,7,643.16,2023-09-29,
555,Tablet,23,,2024-09-01,
556,Pen,9,,2024-01-30,
557,Headphones,31,298.92,2024-12-24,
558,Headphones,29,,2023-04-29,South
559,Calculator,27,455.63,2023-11-04,Southwest
560,Keyboard,45,276.07,2022-06-16,Northwest
561,Notebook,25,585.2,2023-07-19,Northeast
562,Headphones,45,,2024-07-14,Southeast
563,Bag,49,,2023-02-13,Southwest
564,Novel,20,,2022-06-08,Northeast
565,Mouse,43,411.91,2022-11-20,West
566,HDD,1,,2024-11-01,Southeast
567,Motherboard,12,306.82,2023-03-12,East
568,Notebook,48,946.27,2024-01-06,North
569,Microwave,5,717.32,2022-12-03,Southwest
570,Shoes,44,114.23,2022-08-21,Central
571,Speaker,35,165.87,2023-06-02,
572,Calculator,25,197.68,2022-06-23,Southwest
573,Notebook,31,255.9,2023-05-15,North
574,Desk,25,,2022-02-02,Southwest
575,Watch,44,,2024-07-13,East
576,Monitor,19,293.16,2023-07-28,North
577,Desktop,5,511.32,2023-04-30,Northeast
578,Shoes,15,889.5,2022-04-05,Northeast
579,Hat,6,891.47,2022-07-25,Northwest
580,Paper,48,727.94,2022-05-07,Southwest
581,Novel,7,,2024-11-04,Southeast
582,Calculator,17,912.75,2024-10-08,Southeast
583,Office Chair,4,271.55,2023-02-26,
584,Webcam,7,355.39,2023-12-02,Northeast
585,RAM,33,240.6,2022-01-31,West
586,Watch,22,903.74,2022-06-21,Central
587,External HDD,50,,2024-07-09,Southwest
588,TV,20,171.58,2023-06-26,South
589,Folder,7,781.8,2022-02-12,
590,Network Card,13,412.95,2022-03-25,Northwest
591,TV,22,540.82,2022-12-21,Southeast
592,Desktop,20,,2023-12-04,Northeast
593,Programming Book,45,307.31,2023-11-07,
594,Office Chair,41,,2023-11-27,South
595,Calculator,30,634.15,2024-07-13,West
596,Headphones,40,608.93,2024-01-01,Southeast
597,Webcam,40,195.08,2022-03-12,West
598,T-Shirt,19,100.65,2023-10-24,Northwest
599,Monitor,42,957.39,2022-10-20,West
600,External HDD,43,668.7,2023-11-26,Central
601,Paper,15,296.93,2023-11-24,Northwest
602,Refrigerator,18,188.96,2023-05-10,Southwest
603,Graphics Card,50,340.07,2024-03-25,East
604,Programming Book,41,759.68,2023-06-06,Northeast
605,Jacket,41,221.92,2022-02-21,Southwest
606,Microwave,18,118.84,2022-01-12,
607,Microwave,24,,2023-08-25,East
608,T-Shirt,14,431.51,2022-02-20,Southwest
609,GPU,29,,2022-03-25,Southeast
610,GPU,17,90.5,2022-05-11,Northwest
611,External HDD,11,14.48,2024-01-26,
612,Paper,8,,2024-12-03,East
613,Scanner,13,,2024-11-30,East
614,Motherboard,1,691.73,2023-02-11,Southeast
615,Power Supply,5,949.29,2023-06-19,
616,Microwave,43,,2022-06-29,Northeast
617,Pen,12,,2022-09-09,
618,Desk,2,50.52,2023-02-05,Southwest
619,Jeans,40,248.73,2022-05-10,Southwest
620,Air Conditioner,20,,2023-10-02,Southwest
621,Monitor,2,500.96,2024-06-26,Northeast
622,Jeans,49,478.73,2022-08-29,Northeast
623,Tablet,38,470.3,2023-05-07,Central
624,Motherboard,14,258.32,2022-05-08,West
625,Pen,27,754.17,2024-08-02,South
626,Mouse,43,114.26,2024-03-18,
627,Keyboard,42,,2023-08-23,Southwest
628,Office Chair,35,110.08,2022-07-27,Central
